orig_file_name	format	orig_size	orig_width	orig_height	orig_pixel_mode	orig_pixel_depth	out_image	compressed_size	compressed_width	compressed_height	compressed_pixel_mode	compressed_pixel_depth	tool_name	command	stdout	runtime
/home/elissa/ADFA/ADFA-ODT/SourceDocs/KotlinDocs/html/images/original-dataset.png	PNG	119470	1996	514	RGBA	32	kotlin_compressed/original-dataset.png	45117	1996	514	P	8	optipng	optipng -out kotlin_compressed/original-dataset.png  /home/elissa/ADFA/ADFA-ODT/SourceDocs/KotlinDocs/html/images/original-dataset.png		0.01667081999767106
/home/elissa/ADFA/ADFA-ODT/SourceDocs/KotlinDocs/html/images/return-to-grouped-dataset.png	PNG	271790	2056	862	RGBA	32	kotlin_compressed/return-to-grouped-dataset.png	177011	2056	862	RGB	24	optipng	optipng -out kotlin_compressed/return-to-grouped-dataset.png  /home/elissa/ADFA/ADFA-ODT/SourceDocs/KotlinDocs/html/images/return-to-grouped-dataset.png		0.019385691004572436
/home/elissa/ADFA/ADFA-ODT/SourceDocs/KotlinDocs/html/images/alert-window.png	PNG	41520	892	342	RGBA	32	kotlin_compressed/alert-window.png	22949	892	342	RGB	24	optipng	optipng -out kotlin_compressed/alert-window.png  /home/elissa/ADFA/ADFA-ODT/SourceDocs/KotlinDocs/html/images/alert-window.png		0.00437519999104552
/home/elissa/ADFA/ADFA-ODT/SourceDocs/KotlinDocs/html/images/script-deps-module-definition.png	PNG	182921	1580	1234	RGBA	32	kotlin_compressed/script-deps-module-definition.png	109507	1580	1234	RGB	24	optipng	optipng -out kotlin_compressed/script-deps-module-definition.png  /home/elissa/ADFA/ADFA-ODT/SourceDocs/KotlinDocs/html/images/script-deps-module-definition.png		0.018687713003600948
/home/elissa/ADFA/ADFA-ODT/SourceDocs/KotlinDocs/html/images/wasm-custom-formatters-firefox.png	PNG	83212	790	610	RGBA	32	kotlin_compressed/wasm-custom-formatters-firefox.png	46570	790	610	RGB	24	optipng	optipng -out kotlin_compressed/wasm-custom-formatters-firefox.png  /home/elissa/ADFA/ADFA-ODT/SourceDocs/KotlinDocs/html/images/wasm-custom-formatters-firefox.png		0.007760688997223042
/home/elissa/ADFA/ADFA-ODT/SourceDocs/KotlinDocs/html/images/jvm-output-1.png	PNG	54673	1166	624	RGBA	32	kotlin_compressed/jvm-output-1.png	29480	1166	624	RGB	24	optipng	optipng -out kotlin_compressed/jvm-output-1.png  /home/elissa/ADFA/ADFA-ODT/SourceDocs/KotlinDocs/html/images/jvm-output-1.png		0.009062570010428317
/home/elissa/ADFA/ADFA-ODT/SourceDocs/KotlinDocs/html/images/ki-shell-load.png	PNG	49059	1400	300	RGBA	32	kotlin_compressed/ki-shell-load.png	16449	1400	300	P	8	optipng	optipng -out kotlin_compressed/ki-shell-load.png  /home/elissa/ADFA/ADFA-ODT/SourceDocs/KotlinDocs/html/images/ki-shell-load.png		0.009790027004783042
/home/elissa/ADFA/ADFA-ODT/SourceDocs/KotlinDocs/html/images/reformat-code.png	PNG	48556	886	673	RGBA	32	kotlin_compressed/reformat-code.png	21701	886	673	RGB	24	optipng	optipng -out kotlin_compressed/reformat-code.png  /home/elissa/ADFA/ADFA-ODT/SourceDocs/KotlinDocs/html/images/reformat-code.png		0.00887680500454735
/home/elissa/ADFA/ADFA-ODT/SourceDocs/KotlinDocs/html/images/github-notebook.png	PNG	337984	2678	1654	RGBA	32	kotlin_compressed/github-notebook.png	191953	2678	1654	RGB	24	optipng	optipng -out kotlin_compressed/github-notebook.png  /home/elissa/ADFA/ADFA-ODT/SourceDocs/KotlinDocs/html/images/github-notebook.png		0.039245549007318914
/home/elissa/ADFA/ADFA-ODT/SourceDocs/KotlinDocs/html/images/ki-shell-highlight-completion.png	PNG	46319	1400	240	RGBA	32	kotlin_compressed/ki-shell-highlight-completion.png	27029	1400	240	RGB	24	optipng	optipng -out kotlin_compressed/ki-shell-highlight-completion.png  /home/elissa/ADFA/ADFA-ODT/SourceDocs/KotlinDocs/html/images/ki-shell-highlight-completion.png		0.005895644993870519
/home/elissa/ADFA/ADFA-ODT/SourceDocs/KotlinDocs/html/images/k2-mode.png	PNG	18573	540	154	RGBA	32	kotlin_compressed/k2-mode.png	10521	540	154	RGB	24	optipng	optipng -out kotlin_compressed/k2-mode.png  /home/elissa/ADFA/ADFA-ODT/SourceDocs/KotlinDocs/html/images/k2-mode.png		0.002266559997224249
